URL,Title,Date
/news/news_read.naver?article_id=0004887468&office_id=015&mode=LSS2D&type=0&section_id=101&section_id2=258&section_id3=&date=20230904&page=3,삼성·포스코 올라타고 '들썩'…장중 신고가 또 뚫었다,20230904
/news/news_read.naver?article_id=0005567155&office_id=018&mode=LSS2D&type=0&section_id=101&section_id2=258&section_id3=&date=20230904&page=3,'9만전자' 기대에 반도체 소부장 ETF까지 들썩…2차전지는 '울상',20230904
/news/news_read.naver?article_id=0005067132&office_id=014&mode=LSS2D&type=0&section_id=101&section_id2=258&section_id3=&date=20230904&page=3,中단체관광 재개 한달… 희비 갈린 카지노주,20230904
/news/news_read.naver?article_id=0005067131&office_id=014&mode=LSS2D&type=0&section_id=101&section_id2=258&section_id3=&date=20230904&page=3,연쇄 악재 일단 털었다… 바닥 다지는 건설주,20230904
/news/news_read.naver?article_id=0005067130&office_id=014&mode=LSS2D&type=0&section_id=101&section_id2=258&section_id3=&date=20230904&page=3,반도체의 시간 오나… 삼성전자 이어 소재·장비주 기지개,20230904
/news/news_read.naver?article_id=0005067129&office_id=014&mode=LSS2D&type=0&section_id=101&section_id2=258&section_id3=&date=20230904&page=3,"신한투자증권, 샛강생태공원 산책로 보수 실시",20230904
/news/news_read.naver?article_id=0005067166&office_id=014&mode=LSS2D&type=0&section_id=101&section_id2=258&section_id3=&date=20230904&page=3,디지털플랫폼정부에 9262억 투입... 부동산 등기 인감증명 폐지 등 추진,20230904
/news/news_read.naver?article_id=0005567170&office_id=018&mode=LSS2D&type=0&section_id=101&section_id2=258&section_id3=&date=20230904&page=3,"거래소, 에이치엠씨제5호기업인수목적 주권 상장 폐지 우려 예고",20230904
/news/news_read.naver?article_id=0005067137&office_id=014&mode=LSS2D&type=0&section_id=101&section_id2=258&section_id3=&date=20230904&page=3,"""뉴욕증시 상장 최대어 ARM, 공모가 주당 47~51달러 전망""",20230904
/news/news_read.naver?article_id=0005067136&office_id=014&mode=LSS2D&type=0&section_id=101&section_id2=258&section_id3=&date=20230904&page=3,"""금리보다 안정성·신용도""… 회사채시장 양극화 뚜렷",20230904
/news/news_read.naver?article_id=0005309300&office_id=277&mode=LSS2D&type=0&section_id=101&section_id2=258&section_id3=&date=20230904&page=3,"클래시스, 이루다 주식 404억 규모 양수…지분 18% 취득",20230904
/news/news_read.naver?article_id=0005067134&office_id=014&mode=LSS2D&type=0&section_id=101&section_id2=258&section_id3=&date=20230904&page=3,"내가 담은 종목, 다른 투자자는 얼마에 샀을까",20230904
/news/news_read.naver?article_id=0001123168&office_id=215&mode=LSS2D&type=0&section_id=101&section_id2=258&section_id3=&date=20230904&page=4,월가 “美증시 최악의 9월에도 상승 모멘텀 유지”,20230904
/news/news_read.naver?article_id=0005567150&office_id=018&mode=LSS2D&type=0&section_id=101&section_id2=258&section_id3=&date=20230904&page=4,"이복현 “김상희 의원님, 펀드 녹취록 공개해달라”",20230904
/news/news_read.naver?article_id=0002192640&office_id=016&mode=LSS2D&type=0&section_id=101&section_id2=258&section_id3=&date=20230904&page=4,"""신조선가 상승세 지속…업황 피크아웃 우려할 단계 아냐"" [투자360]",20230904
/news/news_read.naver?article_id=0014170595&office_id=001&mode=LSS2D&type=0&section_id=101&section_id2=258&section_id3=&date=20230904&page=4,"中 부동산주, 부양책·비구이위안 디폴트 모면에 '안도 랠리'(종합)",20230904
/news/news_read.naver?article_id=0000758746&office_id=469&mode=LSS2D&type=0&section_id=101&section_id2=258&section_id3=&date=20230904&page=4,애꿎게 불똥 튈라... 보험사 '50년 주담대' 속속 판매 중단,20230904
/news/news_read.naver?article_id=0001123165&office_id=215&mode=LSS2D&type=0&section_id=101&section_id2=258&section_id3=&date=20230904&page=4,"라임 사태 재조사 공방…이복현 ""원칙대로""",20230904
/news/news_read.naver?article_id=0005567137&office_id=018&mode=LSS2D&type=0&section_id=101&section_id2=258&section_id3=&date=20230904&page=4,"이복현 “권력자들과 증권사 PB 공모관계, 檢 수사 중”",20230904
/news/news_read.naver?article_id=0001123162&office_id=215&mode=LSS2D&type=0&section_id=101&section_id2=258&section_id3=&date=20230904&page=4,포스코 손잡은 '농슬라'…단숨에 상한가 [마켓플러스],20230904
/news/news_read.naver?article_id=0004887428&office_id=015&mode=LSS2D&type=0&section_id=101&section_id2=258&section_id3=&date=20230904&page=4,"[한경유레카 특징주] 성광벤드, 9월 들어 꾸준한 주가 상승세",20230904
/news/news_read.naver?article_id=0007028306&office_id=421&mode=LSS2D&type=0&section_id=101&section_id2=258&section_id3=&date=20230904&page=4,"이복현 금감원장 ""정치 지망생? 내년 선거 출마 의사 없다""",20230904
/news/news_read.naver?article_id=0005181821&office_id=009&mode=LSS2D&type=0&section_id=101&section_id2=258&section_id3=&date=20230904&page=4,"""일단 부채비율부터 낮추자""… 자본 취급 영구채 발행 늘었다",20230904
/news/news_read.naver?article_id=0005181813&office_id=009&mode=LSS2D&type=0&section_id=101&section_id2=258&section_id3=&date=20230904&page=4,배당주 vs 기술주…개미·외인 '엇갈린 베팅',20230904
/news/news_read.naver?article_id=0005067128&office_id=014&mode=LSS2D&type=0&section_id=101&section_id2=258&section_id3=&date=20230904&page=4,사업 시너지 노리고 투자했는데 주가 하락에 빛바랜 ‘기업 동맹’,20230904
/news/news_read.naver?article_id=0005567135&office_id=018&mode=LSS2D&type=0&section_id=101&section_id2=258&section_id3=&date=20230904&page=4,"클래시스, 404억 규모로 이루다 지분 18% 취득",20230904
/news/news_read.naver?article_id=0005181820&office_id=009&mode=LSS2D&type=0&section_id=101&section_id2=258&section_id3=&date=20230904&page=4,"PEF로 걸려온 전화 ""LCC 사고 싶습니다""",20230904
/news/news_read.naver?article_id=0005181818&office_id=009&mode=LSS2D&type=0&section_id=101&section_id2=258&section_id3=&date=20230904&page=4,오늘의 증시 일정 (9월 5일),20230904
/news/news_read.naver?article_id=0005181817&office_id=009&mode=LSS2D&type=0&section_id=101&section_id2=258&section_id3=&date=20230904&page=4,[유가증권시장 공시] 비케이탑스 / 우진아이엔에스 / HJ중공업,20230904
/news/news_read.naver?article_id=0005181816&office_id=009&mode=LSS2D&type=0&section_id=101&section_id2=258&section_id3=&date=20230904&page=4,[코스닥 공시] 툴젠 / 아이오케이 / 씨아이에스 등,20230904
/news/news_read.naver?article_id=0005181815&office_id=009&mode=LSS2D&type=0&section_id=101&section_id2=258&section_id3=&date=20230904&page=4,中 경기 둔화에 알루미늄 선물 16% 하락,20230904
/news/news_read.naver?article_id=0005181814&office_id=009&mode=LSS2D&type=0&section_id=101&section_id2=258&section_id3=&date=20230904&page=4,들썩이는 후공정 기업 HBM株 '손바뀜' 계속,20230904
/news/news_read.naver?article_id=0005181801&office_id=009&mode=LSS2D&type=0&section_id=101&section_id2=258&section_id3=&date=20230904&page=5,에코프로비엠보다 더 올랐다…시총 100위에서 10위로 뛴 종목은,20230904
/news/news_read.naver?article_id=0004887420&office_id=015&mode=LSS2D&type=0&section_id=101&section_id2=258&section_id3=&date=20230904&page=5,현대차그룹 중 가장 잘 나가는 '현대오토에버',20230904
/news/news_read.naver?article_id=0002823156&office_id=029&mode=LSS2D&type=0&section_id=101&section_id2=258&section_id3=&date=20230904&page=5,한투 신입사원 공채 스타트… 김남구 회장이 직접 챙긴다,20230904
/news/news_read.naver?article_id=0002823155&office_id=029&mode=LSS2D&type=0&section_id=101&section_id2=258&section_id3=&date=20230904&page=5,롯데렌탈이 2대 주주 되는 쏘카… 주가는 8% 급락 왜?,20230904
/news/news_read.naver?article_id=0004234061&office_id=011&mode=LSS2D&type=0&section_id=101&section_id2=258&section_id3=&date=20230904&page=5,"금투협, 운용사 사장단 소집…라임펀드發 운용사 내부통제 논의 가능성",20230904
/news/news_read.naver?article_id=0005567124&office_id=018&mode=LSS2D&type=0&section_id=101&section_id2=258&section_id3=&date=20230904&page=5,"이복현 ""내년 총선 출마 뜻 없다…비리 밝혀야""",20230904
/news/news_read.naver?article_id=0001123156&office_id=215&mode=LSS2D&type=0&section_id=101&section_id2=258&section_id3=&date=20230904&page=5,"中, 고강도 제재 뚫었다…이번엔 화웨이 쇼크",20230904
/news/news_read.naver?article_id=0000929249&office_id=366&mode=LSS2D&type=0&section_id=101&section_id2=258&section_id3=&date=20230904&page=5,이복현 금감원장 “누가 됐건 불법 연루자 공표해야…내년 출마 안 해”,20230904
/news/news_read.naver?article_id=0004234049&office_id=011&mode=LSS2D&type=0&section_id=101&section_id2=258&section_id3=&date=20230904&page=5,빅테크 투심 살아난 서학개미…반도체·테슬라 '눈독',20230904
/news/news_read.naver?article_id=0005181786&office_id=009&mode=LSS2D&type=0&section_id=101&section_id2=258&section_id3=&date=20230904&page=5,[M&A 매물장터] 年매출 180억 LED제조업체 매물로,20230904
/news/news_read.naver?article_id=0004234045&office_id=011&mode=LSS2D&type=0&section_id=101&section_id2=258&section_id3=&date=20230904&page=5,SK 회사채에 1.4조 뭉칫돈…5000억 증액 발행 [시그널],20230904
/news/news_read.naver?article_id=0005181782&office_id=009&mode=LSS2D&type=0&section_id=101&section_id2=258&section_id3=&date=20230904&page=5,HMM 인수 숏리스트 하림•LX•동원 선정,20230904
/news/news_read.naver?article_id=0005181812&office_id=009&mode=LSS2D&type=0&section_id=101&section_id2=258&section_id3=&date=20230904&page=5,같은 엔비디아 ETF인데…수익률은 8배 차이 왜?,20230904
/news/news_read.naver?article_id=0005567133&office_id=018&mode=LSS2D&type=0&section_id=101&section_id2=258&section_id3=&date=20230904&page=5,"올리패스, 총 100억 규모 CB·제3자 유증 결정",20230904
/news/news_read.naver?article_id=0005181799&office_id=009&mode=LSS2D&type=0&section_id=101&section_id2=258&section_id3=&date=20230904&page=5,"한국증권금융, 수산물 소비 장려 캠페인",20230904
/news/news_read.naver?article_id=0005567126&office_id=018&mode=LSS2D&type=0&section_id=101&section_id2=258&section_id3=&date=20230904&page=5,"제넥신, 단장증후군 치료제 임상 1상 자진 중단",20230904
/news/news_read.naver?article_id=0005567123&office_id=018&mode=LSS2D&type=0&section_id=101&section_id2=258&section_id3=&date=20230904&page=5,"휴센텍, 코리아디펜스인더스트리와 22억 규모 회로카드 조립체 공급 계약",20230904
/news/news_read.naver?article_id=0005567122&office_id=018&mode=LSS2D&type=0&section_id=101&section_id2=258&section_id3=&date=20230904&page=5,"그린생명과학, 5일 무상증자 권리락 발생",20230904
/news/news_read.naver?article_id=0005567119&office_id=018&mode=LSS2D&type=0&section_id=101&section_id2=258&section_id3=&date=20230904&page=5,"바디텍메드, 1200만원 규모 자사주 취득 결정",20230904
/news/news_read.naver?article_id=0005181785&office_id=009&mode=LSS2D&type=0&section_id=101&section_id2=258&section_id3=&date=20230904&page=5,유가 연중 최고에 정유주 강세,20230904
/news/news_read.naver?article_id=0000758737&office_id=469&mode=LSS2D&type=0&section_id=101&section_id2=258&section_id3=&date=20230904&page=6,"인뱅이 주담대 급증 주범?... ""점유율 2%도 안 되는데...""",20230904
/news/news_read.naver?article_id=0005181760&office_id=009&mode=LSS2D&type=0&section_id=101&section_id2=258&section_id3=&date=20230904&page=6,"""50년 증권맨 마침표…노후설계 강연은 계속""",20230904
/news/news_read.naver?article_id=0005067067&office_id=014&mode=LSS2D&type=0&section_id=101&section_id2=258&section_id3=&date=20230904&page=6,"김남구 한국투자금융지주 회장, 고려대·서울대 채용설명회서 강연",20230904
/news/news_read.naver?article_id=0002192623&office_id=016&mode=LSS2D&type=0&section_id=101&section_id2=258&section_id3=&date=20230904&page=6,"“카카오, 엔터사업 IPO 적용시 30% 상승여력” [투자360]",20230904
/news/news_read.naver?article_id=0002745841&office_id=119&mode=LSS2D&type=0&section_id=101&section_id2=258&section_id3=&date=20230904&page=6,"한투證, 신입 공채 진행…김남구 회장 참석 채용설명회도",20230904
/news/news_read.naver?article_id=0002192622&office_id=016&mode=LSS2D&type=0&section_id=101&section_id2=258&section_id3=&date=20230904&page=6,"김남구 한투 회장, 올해도 신입사원 공채에 직접 나선다 [투자360]",20230904
/news/news_read.naver?article_id=0012068671&office_id=003&mode=LSS2D&type=0&section_id=101&section_id2=258&section_id3=&date=20230904&page=6,"아시아 최대 블록체인 행사 KBW2023, 최종 연사 공개",20230904
/news/news_read.naver?article_id=0004234033&office_id=011&mode=LSS2D&type=0&section_id=101&section_id2=258&section_id3=&date=20230904&page=6,"78주년 맞은 아모레퍼시픽…서경배 ""中 시장 반드시 재도약""",20230904
/news/news_read.naver?article_id=0005567100&office_id=018&mode=LSS2D&type=0&section_id=101&section_id2=258&section_id3=&date=20230904&page=6,"국고 3년물, 3.7%대로 회귀… 물가 발표 앞두고 되돌림[채권마감]",20230904
/news/news_read.naver?article_id=0004933836&office_id=008&mode=LSS2D&type=0&section_id=101&section_id2=258&section_id3=&date=20230904&page=6,"이복현 금감원장 라임 특혜 의혹 '강공모드'... ""명백한 불법 수혜자""",20230904
/news/news_read.naver?article_id=0005567093&office_id=018&mode=LSS2D&type=0&section_id=101&section_id2=258&section_id3=&date=20230904&page=6,"불황에도 끄덕없던 ‘달러제너럴’, 올해 주가 반토막난 이유",20230904
/news/news_read.naver?article_id=0004933831&office_id=008&mode=LSS2D&type=0&section_id=101&section_id2=258&section_id3=&date=20230904&page=6,대장주 실종된 국내 증시…디스플레이 업종 한번 볼까?,20230904
/news/news_read.naver?article_id=0007028183&office_id=421&mode=LSS2D&type=0&section_id=101&section_id2=258&section_id3=&date=20230904&page=6,"닷새만에 반등한 포스코홀딩스…증권가 ""상승여력 충분""[핫종목]",20230904
/news/news_read.naver?article_id=0005067060&office_id=014&mode=LSS2D&type=0&section_id=101&section_id2=258&section_id3=&date=20230904&page=6,"이복현 ""라임 환매는 명백한 불법...원칙대로 검사한 것"" [종합]",20230904
/news/news_read.naver?article_id=0004933830&office_id=008&mode=LSS2D&type=0&section_id=101&section_id2=258&section_id3=&date=20230904&page=6,여전히 박스권에 갇힌 코스피…포스코 그룹주 강세,20230904
/news/news_read.naver?article_id=0005567085&office_id=018&mode=LSS2D&type=0&section_id=101&section_id2=258&section_id3=&date=20230904&page=6,"한투, 신입사원 공채 시작…올해도 김남구 회장 직접 나선다",20230904
/news/news_read.naver?article_id=0005567082&office_id=018&mode=LSS2D&type=0&section_id=101&section_id2=258&section_id3=&date=20230904&page=6,"국제유가, 올 들어 최고치…국내 정유·화학株 화색",20230904
/news/news_read.naver?article_id=0002192620&office_id=016&mode=LSS2D&type=0&section_id=101&section_id2=258&section_id3=&date=20230904&page=6,美 새내기 상장기업 골머리…IPO 후 주가 하락시 걸핏하면 집단소송 [투자360],20230904
/news/news_read.naver?article_id=0002823144&office_id=029&mode=LSS2D&type=0&section_id=101&section_id2=258&section_id3=&date=20230904&page=6,"신한투자증권, 샛강생태공원 산책로 보수 실시",20230904
/news/news_read.naver?article_id=0000019255&office_id=648&mode=LSS2D&type=0&section_id=101&section_id2=258&section_id3=&date=20230904&page=6,"LG전자, 모빌리티에 고객 중심 DNA 심고…글로벌 진출 총력",20230904
/news/news_read.naver?article_id=0002192619&office_id=016&mode=LSS2D&type=0&section_id=101&section_id2=258&section_id3=&date=20230904&page=7,"‘법인세 지존’ 삼성전자, 상반기 97% 급감…반도체 업황 악화에 나라곳간 ‘구멍’ [투자360]",20230904
/news/news_read.naver?article_id=0002745829&office_id=119&mode=LSS2D&type=0&section_id=101&section_id2=258&section_id3=&date=20230904&page=7,"삼성전자, 주가 9만원 전망에도 개미 매도세 이어지나",20230904
/news/news_read.naver?article_id=0001123137&office_id=215&mode=LSS2D&type=0&section_id=101&section_id2=258&section_id3=&date=20230904&page=7,BofA “자사주 매입률 높은 CJ제일제당·이마트 매수 기회”,20230904
/news/news_read.naver?article_id=0004887392&office_id=015&mode=LSS2D&type=0&section_id=101&section_id2=258&section_id3=&date=20230904&page=7,"'정치공세' 직접 반박한 이복현…""라임펀드 특혜 환매는 불법""",20230904
/news/news_read.naver?article_id=0004234018&office_id=011&mode=LSS2D&type=0&section_id=101&section_id2=258&section_id3=&date=20230904&page=7,"최병오 섬산련 회장, 중기중앙회 찾아…취임 후 첫 행보",20230904
/news/news_read.naver?article_id=0000019254&office_id=648&mode=LSS2D&type=0&section_id=101&section_id2=258&section_id3=&date=20230904&page=7,한진 '글로벌 택배시장' 가능성 봤다,20230904
/news/news_read.naver?article_id=0004234016&office_id=011&mode=LSS2D&type=0&section_id=101&section_id2=258&section_id3=&date=20230904&page=7,[데이터로 보는 증시]채권 수익률 현황(9월 4일),20230904
/news/news_read.naver?article_id=0004234010&office_id=011&mode=LSS2D&type=0&section_id=101&section_id2=258&section_id3=&date=20230904&page=7,"욕실 전문 기업 로얄앤코, 신제품 쇼케이스 ‘유레카 Eureka! 2023’ 성공리 마쳐",20230904
/news/news_read.naver?article_id=0005567052&office_id=018&mode=LSS2D&type=0&section_id=101&section_id2=258&section_id3=&date=20230904&page=7,"美고용 소화 후 1320원선 수급 공방…환율, 1310원대 보합[외환마감]",20230904
/news/news_read.naver?article_id=0005309265&office_id=277&mode=LSS2D&type=0&section_id=101&section_id2=258&section_id3=&date=20230904&page=7,"[2023 대체투자포럼]""데이터센터·호텔·코리빙에 불황기 투자기회""",20230904
/news/news_read.naver?article_id=0002823132&office_id=029&mode=LSS2D&type=0&section_id=101&section_id2=258&section_id3=&date=20230904&page=7,"""토큰증권 혁신의 핵심은 커스터디…비상장증권서 변화 체감될 것""",20230904
/news/news_read.naver?article_id=0004234008&office_id=011&mode=LSS2D&type=0&section_id=101&section_id2=258&section_id3=&date=20230904&page=7,'HMM 인수전' 동원·LX·하림 6일부터 실사 [시그널],20230904
